job id,company id,Job Salary,Job Experience,Key Skills,Role Category,Functional Area,Industry,Job Title
15427,10039, Not Disclosed by Recruiter ,6 - 10 yrs, jQuery| Microsoft Sharepoint| Web technologies| Powershell| Silverlight| Windows| software quality| Business intelligence| microsoft| Client management,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Team Lead/Technical Lead
15428,10007, Not Disclosed by Recruiter ,1 - 3 yrs, Email| C| ux| Linux| design| Software| developer| pl| WHO,Programming & Design,IT Software - System Programming,"IT-Software, Software Services",Software Developer
15429,10028, Not Disclosed by Recruiter ,3 - 6 yrs, Linux| C| C++,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
15430,10036, Not Disclosed by Recruiter ,2 - 4 yrs, .Net| ASP| C#| SQL Server| OOPS| MVC| Javascript| Entity Framework| LINQ,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
15431,10005, Not Disclosed by Recruiter ,3 - 6 yrs, salesforce| apex,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
15432,10013, Not Disclosed by Recruiter ,4 - 6 yrs,rest| development| technical| software| developing| HTTP| it| SSL| IMS| Aix| JMS| Software design| java| Production support| application| Db2| web| XML| design| Javascript| developer| support| programming| soap,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
15433,10048,"1,75,000 - 4,25,000 PA.",2 - 4 yrs,c#| project management| html5| sql server development| sql server| application development| Agile Methodology| Communication Skills| asp.net| .net framework| .net| PHP| mysql| visual basic| mvc| api,Project Management,"IT Software - ERP , CRM","IT-Software, Software Services",Project Manager-IT/Software
15434,10019, Not Disclosed by Recruiter ,3 - 8 yrs,Db2| Cics| Omegamon| ISPF| NetView| RMF| MVS| IPL| OPC| SMF| hw,Operations,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Operations Manager
15435,10047, Not Disclosed by Recruiter ,1 - 3 yrs, Performance tuning| TDS| Publishing| sitecore| Campaign management| CMS| Scheduling| Outsourcing| Dms| microsoft,Programming & Design,"IT Software - eCommerce , Internet Technologies","IT-Software, Software Services",Team Lead/Technical Lead
15436,10003, Not Disclosed by Recruiter ,5 - 10 yrs, Windows| C++| SQL| server| technical| software| Troubleshooting| Technical support| Visual Basic| web| design| asp.net| Agile| api| programming| architecture| development| LINQ| SDLC| application| .net| developer| MVC| applications,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
15437,10001,"15,00,000 - 30,00,000 PA.",10 - 20 yrs,spring| java| design patterns| investment banking| j2ee| hibernate| SOAP| sql server,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Technical Architect
15438,10010, Not Disclosed by Recruiter ,3 - 5 yrs, development| layout| fpga| emi| usb| testing| schematic| ieee| standards| design| debugging| emc| firmware| thermal analysis,Programming & Design,"IT Software - Embedded , EDA , VLSI , ASIC , Chip Design","IT-Software, Software Services",Software Developer
15439,10032, Not Disclosed by Recruiter ,0 - 2 yrs, Outbound| Night shift| Comp| process| Spot| Interviewing| Business Executive| Technical support,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical)
15440,10005, Not Disclosed by Recruiter ,0 - 2 yrs,Night shift| English| Web technologies| Website sales| Voice process| Packaging| Education| B2B,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical)
15441,10026, Not Disclosed by Recruiter ,1 - 4 yrs, Networking| XML| Firewall| HTTP| Usage| TIBCO| Server configuration| Network Administrator| Web technologies| Software installation,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
15442,10046, Not Disclosed by Recruiter ,4 - 7 yrs, automotive| business intelligence| brand building| client interaction| marketing strategies| working| manager business development| experience| it| communication skills,Corporate Sales,"Sales , Retail , Business Development","IT-Software, Software Services",Sales/Business Development Manager
15443,10004, Not Disclosed by Recruiter ,4 - 8 yrs, process| Networking| Customer satisfaction| level| Project management| Troubleshooting| Presentation skills| Mentoring| Teaching,Project Management,IT Software - Other,"IT-Software, Software Services",Project Manager-IT/Software
15444,10025, Not Disclosed by Recruiter ,1 - 3 yrs, XML| Android| JSON| Android SDK| android application development| Interpersonal skills,Programming & Design,IT Software - Mobile,"IT-Software, Software Services",Software Developer
15445,10029, Not Disclosed by Recruiter ,0 - 1 yrs, Technical support| Outbound| Service| Comp| US shift| International BPO| Inbound calls| Target| process,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical)
15446,10023, Not Disclosed by Recruiter ,0 - 3 yrs, Screening| Telephonic| Hiring| Sourcing| Portal| Interviewing| Recruitment,HR/ Recruitment / IR,"HR , Recruitment , Administration , IR","IT-Software, Software Services",HR Executive
15447,10017, Not Disclosed by Recruiter ,5 - 10 yrs, Troubleshooting| Configuration management| VHDL| SOC| Project planning| HDL| Xilinx| Reporting tools| ModelSim| Architecture,Programming & Design,"IT Software - Embedded , EDA , VLSI , ASIC , Chip Design","IT-Software, Software Services",Team Lead/Technical Lead
15448,10041, Not Disclosed by Recruiter ,1 - 5 yrs, Telecom| Channel sales| talent| Sales Coordinator| FMCG| Sales Executive| Management| Telemarketing| Business Executive| Secondary sales,Retail Sales,"Sales , Retail , Business Development","IT-Software, Software Services",Sales Executive/Officer
15449,10020, Not Disclosed by Recruiter ,2 - 7 yrs, xml| javascript| audio| adobe illustrator| html css| adobe image ready| flash action script| adobe photoshop| fine art| html| c| coding| design| java| css| photoshop| developer| ui| illustrator| pl| asp| web| dreamweaver| adobe| code| it,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
15450,10025, Not Disclosed by Recruiter ,3 - 5 yrs, techno functional| Mainframe,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
15451,10039, Not Disclosed by Recruiter ,2 - 4 yrs,Javascript| Struts| jQuery| Graphics| CSS3| Computer science| Layout| Adobe Acrobat| Word| Ideas,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Graphic/Web Designer
15452,10043, Not Disclosed by Recruiter ,3 - 8 yrs, HTML| Javascript| PHP| Web development| excel| jQuery| web| MySQL| Wordpress| design| Web designing| developer| smarty| Ajax,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
15453,10003, Not Disclosed by Recruiter ,3 - 8 yrs, C++| Windows| Multithreading| Object oriented design| technical| software| level| Programming| Deployment| Computer science| GIT| design| developer| api| support| Testing,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
15454,10021, Not Disclosed by Recruiter ,0 - 2 yrs, R&D| Healthcare| Medical| Pharmaceutical,Medical Professional,"Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology","IT-Software, Software Services",Nurse
15455,10049,"5,00,000 - 6,50,000 PA.",4 - 6 yrs, IP Networking| CCNP| Ccie| Routing| Checkpoint| Windows| Linux| Troubleshooting Skills| Active Directory| Internet Technologies,Admin/Maintenance/Security/Datawarehousing,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",System Security
15456,10010, Not Disclosed by Recruiter ,6 - 9 yrs, Agile| Testing tools| Enterprise applications| splunk| Performance testing| Performance engineering| appdynamics| Scalability| Web technologies,Programming & Design,IT Software - QA & Testing,"IT-Software, Software Services",Team Lead/Technical Lead
15457,10029, Not Disclosed by Recruiter ,5 - 8 yrs, Java| OData| SQL| Spring| DB| Linux| Javascript,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
15458,10041,"9,50,000 - 19,50,000 PA.",5 - 10 yrs,VMware| Networking| Application Packaging| LAN| Horizon| windows 7| Printers| IT Infrastructure| Windows 10,Admin/Maintenance/Security/Datawarehousing,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",System Administrator
15459,10009, Not Disclosed by Recruiter ,10 - 14 yrs, Asp .Net| project manager| Vb .Net| Dotnet| .Net| PM| Delivery Manager,System Design/Implementation/ERP/CRM,IT Software - Other,"IT-Software, Software Services",ERP Consultant
15460,10002,"3,00,000 - 5,00,000 PA.",3 - 8 yrs, Application Development| Product Development| Software Development| Android Application| Application Architecture| Mobile Applications| Android Framework| Mobile Development| SQLite| Business Operations,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
15461,10025,"10,00,000 - 20,00,000 PA.",5 - 10 yrs, Front End| Angularjs| React.Js| Node.Js| Javascript| AWS,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
15462,10036, Not Disclosed by Recruiter ,2 - 7 yrs, English language| Networking| Technical| Cisco| Service| network services| Knowledge management| Language skills| Sales support,Admin/Maintenance/Security/Datawarehousing,"IT Software - Network Administration , Security","IT-Software, Software Services",Network Administrator
15463,10003, Not Disclosed by Recruiter ,0 - 3 yrs, BPO| Service| Technical support| Issue| Inbound calls| Bonus| Software,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical)
15464,10044, Not Disclosed by Recruiter ,3 - 6 yrs, sap business objects| sap bi| sap business intelligence| developer| sap bo| sql,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
15465,10006, Not Disclosed by Recruiter ,2 - 7 yrs, xsd| sql server| activex| communications skills| com dcom| atl com| people| sql| framework| application| .net,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
15466,10038,"6,00,000 - 9,00,000 PA.",1 - 3 yrs,Javascript| Bootstrap| CSS| Ajax| JQuery| Html5| Web Development| Rest| Front End| Photoshop,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
15467,10025, Not Disclosed by Recruiter ,11 - 13 yrs, enterprise software| software solutions| technical sales| operating systems| networking products| enterprise business| enterprise manager| servers| storage,Admin/Maintenance/Security/Datawarehousing,IT Software - System Programming,"IT-Software, Software Services",System Administrator
15468,10002, Not Disclosed by Recruiter ,8 - 10 yrs, Socket programming| C++| C| OS internals| Data Structures| OOAD| OS Internals| Memory Management| System Programming| Algorithms| Linux| Socket Programming| Python,Programming & Design,IT Software - System Programming,"IT-Software, Software Services",Software Developer
15469,10016, Not Disclosed by Recruiter ,3 - 8 yrs, spring| jboss| web services| tomcat| struts| maven| xml| weblogic| xslt| hibernate| core java| SQL,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
15470,10006,"6,00,000 - 11,00,000 PA.",3 - 8 yrs,javascript| jquery| ui development| ajax| css| json| html5| mysql| core java,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Team Lead/Technical Lead
15471,10002, Not Disclosed by Recruiter ,4 - 8 yrs, .Net| Oracle| Test Driven Development| Teamcity| MS SQL Server| JIRA| Agile| Scrum| Application Software| Computer Science,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
15472,10014, Not Disclosed by Recruiter ,3 - 5 yrs, level| SOC| OVM| UART| PCIE| SPI| UVM| Business Executive| application| service| design| System verilog| support| email| Testing,Programming & Design,"IT Software - Embedded , EDA , VLSI , ASIC , Chip Design","IT-Software, Software Services",Software Developer
15473,10041, Not Disclosed by Recruiter ,6 - 10 yrs,Verilog| Coding| VMM| UVM| ModelSim| Engineer 3| OVM| Business Executive| SIDE,Programming & Design,"IT Software - Embedded , EDA , VLSI , ASIC , Chip Design","IT-Software, Software Services",Team Lead/Technical Lead
15474,10043, Not Disclosed by Recruiter ,3 - 6 yrs, drafting| entry level| content writing| reading| pro| articles| content writer,Content Development,"Journalism , Editing , Content","IT-Software, Software Services",Content Developer
15475,10001, Not Disclosed by Recruiter ,4 - 9 yrs, design| c++| development| C| software| MySQL| JavaScript| HTML| it,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
15476,10018, Not Disclosed by Recruiter ,2 - 4 yrs, Training| Technical Support| Customer Support| Curriculum Development| Quality Assurance| Troubleshooting,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(Technical)
15477,10023, Not Disclosed by Recruiter ,0 - 2 yrs,sharepoint development| portal| sharepoint 2007| biztalk| moss 2007| .net| developer| sharepoint| net| programming,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
15478,10012, Not Disclosed by Recruiter ,5 - 10 yrs, Six Sigma| SFDC| Avaya| sub-system| aircraft interface| PMP| SAN| Storage servers| ITIL| Cisco Certification| Cloud Computing| ITSM| MS Office,Programming & Design,"IT Software - ERP , CRM","IT-Software, Software Services",Team Lead/Technical Lead
15479,10042, Not Disclosed by Recruiter ,10 - 15 yrs, Accounting| Reconciliation| Collection| Accounts Receivable,Senior Management,"Financial Services , Banking , Investments , Insurance","IT-Software, Software Services",Head/VP/GM-Operations
15480,10012, Not Disclosed by Recruiter ,3 - 6 yrs, IOS| Mobile Application Development| Android,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
15481,10040, Not Disclosed by Recruiter ,8 - 13 yrs, Nginx| Java| Open Source| GIT| Linux| MySQL| PHP| Redis| LAMP| Apache,Admin/Maintenance/Security/Datawarehousing,"IT Software - Network Administration , Security","IT-Software, Software Services",Technical Support Engineer
15482,10037, Not Disclosed by Recruiter ,0 - 3 yrs, Outbound| Service| Technical support| process| Inbound calls| US shift| Bonus| Comp| International BPO,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical)
15483,10034, Not Disclosed by Recruiter ,12 - 16 yrs,JMS| C++| jQuery| Db2| JBoss| XML| JSP| Struts| HTML| EJB,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Technical Architect
15484,10010, Not Disclosed by Recruiter ,4 - 6 yrs, Networking| Debugging| Coding| development| software| testing| Issue resolution| application architecture| Management| tools| quality| Computer science| Operating systems| application| Analytical| Hardware design| design| programming| architecture| hardware,Programming & Design,IT Software - System Programming,"IT-Software, Software Services",Software Developer
15485,10041, Not Disclosed by Recruiter ,3 - 8 yrs, Java| Angularjs| Software Development| Algorithms| System Design| Data Structures| DBMS| Data Analytics| Test Design| SDLC| Operating Systems,Programming & Design,"IT Software - DBA , Datawarehousing","IT-Software, Software Services",Software Developer
15486,10009, Not Disclosed by Recruiter ,3 - 8 yrs, Training| Education| Writing| Educational sales| Verbal communication,University Level,"Teaching , Education , Training , Counselling","IT-Software, Software Services",Lecturer/Professor
15487,10030, Not Disclosed by Recruiter ,2 - 6 yrs, AngularJS| MEAN| CodeIgniter| OOPS| Javascript| YII| Node.js| LAMP| Laravel| AJAX,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
15488,10040, Not Disclosed by Recruiter ,3 - 8 yrs, sailpoint,Admin/Maintenance/Security/Datawarehousing,IT Software - Other,"IT-Software, Software Services",Network Administrator
15489,10011, Not Disclosed by Recruiter ,2 - 6 yrs, Position Title: Hoogan Developer for an MNC IT Company,Programming & Design,"IT Software - DBA , Datawarehousing","IT-Software, Software Services",Software Developer
15490,10047, Not Disclosed by Recruiter ,10 - 15 yrs, Project Manager| Technical Manager,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
15491,10034, Not Disclosed by Recruiter ,0 - 2 yrs, Help Desk| Customer Service| customer relationship| access controls| Asset Management| Vendor Management,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Telecalling/Telemarketing Executive
15492,10040, Not Disclosed by Recruiter ,4 - 6 yrs, Telecom OSS| telecom oss| bss| Orchestration,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
15493,10035, Not Disclosed by Recruiter ,3 - 5 yrs, cakephp| people management skills| drupal| zend framework| code ignitor| php| mysql| mvc,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
15494,10018, Not Disclosed by Recruiter ,4 - 6 yrs, Product management| Computer science| User research| Legal| Packaging| Product design| Sales engineering| Financial services| Android| Recruitment,Marketing,"Marketing , Advertising , MR , PR , Media Planning","IT-Software, Software Services",Product/Brand Manager
15495,10029,"10,00,000 - 15,00,000 PA.",3 - 6 yrs, HTML| CSS| Javascript| Web Technologies| Web Application| HP Data Protector| Java| Scala| Angularjs| Backbone.Js,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
15496,10029,"9,50,000 - 15,00,000 PA.",10 - 12 yrs, CSS| jQuery| Web Application| Javascript| ASP.Net| .Net| HTML| MVC| SQL Server| ASP.Net MVC,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Project Lead
15497,10004, Not Disclosed by Recruiter ,3 - 5 yrs,SQL| Db2| PLSQL| Manager Quality Assurance| Oracle 10G| Information technology| Test cases| Computer science| Backend| Test scenarios,Programming & Design,IT Software - QA & Testing,"IT-Software, Software Services",Testing Engineer
15498,10010, Not Disclosed by Recruiter ,3 - 8 yrs, Java| Spring Boot,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
15499,10022, Not Disclosed by Recruiter ,5 - 10 yrs, Coding| SOC| Simulation| Design verification| Architectural design| Logic design| Infrastructure| Electronics| Database| Management,Programming & Design,"IT Software - Embedded , EDA , VLSI , ASIC , Chip Design","IT-Software, Software Services",Software Developer
15500,10030, Not Disclosed by Recruiter ,2 - 5 yrs, Core Java| C++| Coding| Debugging| Employee engagement| Wellness| Product implementation| Solution delivery| Product support| Solution Architect,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
15501,10029, Not Disclosed by Recruiter ,2 - 7 yrs,J2Ee,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
15502,10005, Not Disclosed by Recruiter ,5 - 8 yrs,Cost center accounting| R2R| SAP| General accounting| Fixed assets| Issue resolution| Variance analysis| Balance Sheet| FICO,Programming & Design,IT Software - Other,"IT-Software, Software Services",Software Developer
15503,10033, Not Disclosed by Recruiter ,6 - 8 yrs,Hibernate| Ajax| jQuery| Weblogic| JSF| J2Ee| SQL database| Oracle database| Spring| Application,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Team Lead/Technical Lead
15504,10040, Not Disclosed by Recruiter ,5 - 9 yrs, Java| Project Management| Javascript| Spring| Android,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Project Lead
15505,10049,"8,00,000 - 12,00,000 PA.",8 - 10 yrs, Automation Testing| Test Planning| Quality Assurance Engineering| QA| Agile Methodology| Defect Prevention| Product Quality| Agile Development| Front End| Computer Science,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Team Lead/Technical Lead
15506,10028, Not Disclosed by Recruiter ,4 - 7 yrs, Perl| Verilog| Debugging| SOC| System design| Tools| HDL| Communication protocols| ModelSim| Business Executive,Programming & Design,"IT Software - Embedded , EDA , VLSI , ASIC , Chip Design","IT-Software, Software Services",Software Developer
15507,10032, Not Disclosed by Recruiter ,0 - 2 yrs, Outbound| Antivirus| Technical support| process| Sales| Inbound calls| US shift| Medical| Comp,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical)
15508,10001, Not Disclosed by Recruiter ,3 - 5 yrs, Analytical skills| Unit testing| UI| analytical| design| Sound,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
15509,10028, Not Disclosed by Recruiter ,0 - 1 yrs, Medical coding,HR/ Recruitment / IR,"HR , Recruitment , Administration , IR","IT-Software, Software Services",Training Manager
15510,10042, Not Disclosed by Recruiter ,3 - 8 yrs, RTOS| C++| Data structures| GSM| Wireless| Bluetooth| development| c| USB| Debugging| GPRS| tools| design| WiFi| embedded,Programming & Design,"IT Software - Embedded , EDA , VLSI , ASIC , Chip Design","IT-Software, Software Services",Software Developer
15511,10048,"1,25,000 - 2,75,000 PA.",1 - 2 yrs, codeigniter| css| html| php| jquery| ajax| mysql| web development| web technologies| core php,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
15512,10045, Not Disclosed by Recruiter ,5 - 10 yrs, Core Java| Project management| Android| Computer science| Solution architecture| Coding| Enterprise architecture| SDK| Troubleshooting| Python,Programming & Design,"IT Software - Embedded , EDA , VLSI , ASIC , Chip Design","IT-Software, Software Services",Team Lead/Technical Lead
15513,10028, Not Disclosed by Recruiter ,2 - 3 yrs, CAD| Software| c,Programming & Design,IT Software - Other,"IT-Software, Software Services",Software Developer
15514,10016, Not Disclosed by Recruiter ,1 - 6 yrs, Supply chain| Information technology| Monitoring| System maintenance| Support Analyst| Infrastructure| Support services| Customer relationship| IT operations| Software implementation,Programming & Design,IT Software - Other,"IT-Software, Software Services",Software Developer
15515,10010, Not Disclosed by Recruiter ,4 - 8 yrs, bss| oss| component design| fault management| service design,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
15516,10021,"1,50,000 - 2,25,000 PA.",0 - 0 yrs, hardware testing| iti,IT Hardware,"IT Hardware , Technical Support , Telecom Engineering","IT-Software, Software Services",Quality Assurance/Quality Control Executive
15517,10023, Not Disclosed by Recruiter ,8 - 12 yrs, CMOS| Analog Layout| Verilog| Cadence Virtuoso| MATLAB,Programming & Design,"IT Software - Embedded , EDA , VLSI , ASIC , Chip Design","IT-Software, Software Services",Software Developer
15518,10035,"5,00,000 - 15,00,000 PA.",4 - 6 yrs,Core Java| Hibernate| Tomcat| Javascript| HTML| J2Ee| Spring| JQuery| Ajax,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
15519,10039, Not Disclosed by Recruiter ,2 - 7 yrs, c++| C| design| MySQL| JavaScript| HTML,Programming & Design,IT Software - Mobile,"IT-Software, Software Services",System Analyst
15520,10003, Not Disclosed by Recruiter ,3 - 5 yrs, Dot Net| MS SQL| CSS| Web| Jscript| API| HTML| WCF| Asp.Net| SQL,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
15521,10026, Not Disclosed by Recruiter ,7 - 12 yrs, Java| Maven| Websphere| Linux| JBoss| Weblogic| Ant| Ansible| Apache Tomcat| Gradle,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",System Analyst
15522,10010, Not Disclosed by Recruiter ,2 - 5 yrs, System architecture| Software design| Open source| development| technical| software| Application software| Computer science| java| design| Object oriented programming| programming| Testing| architecture| applications,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
15523,10021, Not Disclosed by Recruiter ,0 - 3 yrs, mortgage| data| form| documents| document| processing| make,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical)
15524,10044,"3,00,000 - 5,00,000 PA.",2 - 3 yrs, system analysis| erp consultant| erp| erp system| techno functional| data migration,System Design/Implementation/ERP/CRM,"IT Software - ERP , CRM","IT-Software, Software Services",ERP Consultant
15525,10028, Not Disclosed by Recruiter ,5 - 10 yrs, Machine Learning| Cloud| SAP HANA| Artificial Intelligence| IoT| SAP Fiori| SAP Implementation| ABAP| Java| HCI,System Design/Implementation/ERP/CRM,"IT Software - ERP , CRM","IT-Software, Software Services",Functional Outside Consultant
15526,10019, Not Disclosed by Recruiter ,4 - 7 yrs, Business process| Service delivery| Service level| Quality standards| Customer service| Outsourcing| Business solutions| Supervision,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical)
15527,10048,"10,00,000 - 20,00,000 PA.",8 - 13 yrs,Networking| QOS| Routing| L3VPN| Bgp| CCNP| Switching| MPLS| Cisco Nexus| OSPF,Programming & Design,"IT Software - Network Administration , Security","IT-Software, Software Services",Technical Architect
15528,10032, Not Disclosed by Recruiter ,2 - 5 yrs, MySQL| Javascript| PHP| development| solid| technical| software| Web development| testing| mobile| Workflow| HTTP| Unit testing| tools| jQuery| Data modeling| web| design| developer| backend| agile| programming| Ajax| applications,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
15529,10027, Not Disclosed by Recruiter ,3 - 8 yrs,networking| ip| ccna| tcl| firewall| l2| wan| snmp| test cases,Programming & Design,IT Software - QA & Testing,"IT-Software, Software Services",Testing Engineer
15530,10034, Not Disclosed by Recruiter ,8 - 12 yrs,Java| J2EE| Algorithm| Data Structure| Python| Javascript| Multithreading,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
15531,10026, Not Disclosed by Recruiter ,5 - 8 yrs, Unix| Application development| Scrum| development| btech| technical| Technology Lead| mca| Transaction processing| tools| Engineering services| application| Design development| Agile methodology| agile| msc| support| Testing| architecture,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
15532,10037, Not Disclosed by Recruiter ,6 - 11 yrs, Scalability| Data Structures| Cassandra| Software Development| NoSQL| Algorithms| Docker| Javascript| MongoDB| DBMS| Web Services,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
15533,10048, Not Disclosed by Recruiter ,2 - 4 yrs, SQL| PHP| XML| Ajax| Apache| microsoft| Web development| IIS| Visual Studio| Tools,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
15534,10010, Not Disclosed by Recruiter ,5 - 7 yrs, data warehouse| css| svg| bi| data warehousing| sharepoint| sap bo| business intelligence| javascript| jdk| data ware housing| dwh| web technologies| html| QlikView| etl| vs,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
15535,10003, Not Disclosed by Recruiter ,1 - 3 yrs, BPO| Outbound| Senior Technical Support Associate| Customer Care Executive| Associate ExecutiveSupervisorCce,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical)
15536,10050, Not Disclosed by Recruiter ,2 - 4 yrs, technical writing| end user| notes| documentation| technical writer| mca,QA/Testing/Documentation,IT Software - Other,"IT-Software, Software Services",Technical Writer
15537,10041, Not Disclosed by Recruiter ,1 - 3 yrs,L1| Technical Support| Unit Testing| Software Development| Issue Resolution| ORACLE SQL| PL SQL| JAVA| Java script| HTML,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
15538,10023,"14,00,000 - 24,00,000 PA.",4 - 9 yrs, Java| Data Structures| Javascript| MongoDB| Spring,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
15539,10041, Not Disclosed by Recruiter ,3 - 5 yrs, Javascript| Linux| Networking| VMware| Troubleshooting| Firewall| DNS| VOIP| Configuration management| cisco,Admin/Maintenance/Security/Datawarehousing,IT Software - System Programming,"IT-Software, Software Services",System Administrator
15540,10003, Not Disclosed by Recruiter ,0 - 3 yrs,asp dot net| html5| asp.net| ms sql server| .net| asp . net| SQL Server| MVC,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
15541,10007, Not Disclosed by Recruiter ,2 - 5 yrs, SEO| Social media| SEM| Analytics| Social media analytics,Admin/Maintenance/Security/Datawarehousing,"IT Software - eCommerce , Internet Technologies","IT-Software, Software Services",Webmaster
15542,10032, Not Disclosed by Recruiter ,3 - 5 yrs, Staffing| Back office| Financial services| Relationship management| Medical insurance| Investment management| Finance| Recruitment Analyst| Manager Technology,HR/ Recruitment / IR,"HR , Recruitment , Administration , IR","IT-Software, Software Services",Recruitment Executive
